+-------+-------+-------+----------+-------+-------+-------+-------+--------+------------+------------+---------------+------------+--------+-----------------------------------------------------+
| COUNT |  MIN  |  MAX  |   SUM    |  AVG  |  P1   |  P50  |  P99  | STDDEV | MIN(BODY)  | MAX(BODY)  |   SUM(BODY)   | AVG(BODY)  | METHOD |                         URI                         |
|     1 | 0.117 | 0.117 |    0.117 | 0.117 | 0.117 | 0.117 | 0.117 |  0.000 |   1325.000 |   1325.000 |      1325.000 |   1325.000 | GET    | /profile/ando_yoshiki                               |
|     1 | 0.119 | 0.119 |    0.119 | 0.119 | 0.119 | 0.119 | 0.119 |  0.000 |   1113.000 |   1113.000 |      1113.000 |   1113.000 | GET    | /channel/3679                                       |
|     2 | 0.033 | 0.120 |    0.153 | 0.076 | 0.033 | 0.033 | 0.033 |  0.043 |   1329.000 |   1329.000 |      2658.000 |   1329.000 | GET    | /profile/tajima_chikako                             |
|     1 | 0.121 | 0.121 |    0.121 | 0.121 | 0.121 | 0.121 | 0.121 |  0.000 |   1326.000 |   1326.000 |      1326.000 |   1326.000 | GET    | /profile/uehara_yuu                                 |
|     1 | 0.122 | 0.122 |    0.122 | 0.122 | 0.122 | 0.122 | 0.122 |  0.000 |   1325.000 |   1325.000 |      1325.000 |   1325.000 | GET    | /profile/ueki_hiroaki                               |
|     1 | 0.123 | 0.123 |    0.123 | 0.123 | 0.123 | 0.123 | 0.123 |  0.000 |   1329.000 |   1329.000 |      1329.000 |   1329.000 | GET    | /profile/okamoto_masahiko                           |
|     2 | 0.110 | 0.123 |    0.233 | 0.116 | 0.110 | 0.110 | 0.110 |  0.006 |   1115.000 |   1117.000 |      2232.000 |   1116.000 | GET    | /channel/3627                                       |
|     3 | 0.035 | 0.124 |    0.260 | 0.087 | 0.035 | 0.035 | 0.101 |  0.038 |   1108.000 |   1112.000 |      3331.000 |   1110.333 | GET    | /channel/3612                                       |
|     1 | 0.125 | 0.125 |    0.125 | 0.125 | 0.125 | 0.125 | 0.125 |  0.000 |   1321.000 |   1321.000 |      1321.000 |   1321.000 | GET    | /profile/ishiyama_shun                              |
|     1 | 0.125 | 0.125 |    0.125 | 0.125 | 0.125 | 0.125 | 0.125 |  0.000 |   1328.000 |   1328.000 |      1328.000 |   1328.000 | GET    | /profile/ishihara_nao                               |
|     1 | 0.126 | 0.126 |    0.126 | 0.126 | 0.126 | 0.126 | 0.126 |  0.000 |   1113.000 |   1113.000 |      1113.000 |   1113.000 | GET    | /channel/3624                                       |
|     1 | 0.129 | 0.129 |    0.129 | 0.129 | 0.129 | 0.129 | 0.129 |  0.000 |   1329.000 |   1329.000 |      1329.000 |   1329.000 | GET    | /profile/adachi_shihori                             |
|     2 | 0.050 | 0.130 |    0.180 | 0.090 | 0.050 | 0.050 | 0.050 |  0.040 |   1330.000 |   1330.000 |      2660.000 |   1330.000 | GET    | /profile/sawada_nanami                              |
|     1 | 0.130 | 0.130 |    0.130 | 0.130 | 0.130 | 0.130 | 0.130 |  0.000 |   1330.000 |   1330.000 |      1330.000 |   1330.000 | GET    | /profile/hotta_katsuhisa                            |
|     4 | 0.018 | 0.135 |    0.229 | 0.057 | 0.018 | 0.036 | 0.040 |  0.046 |   1140.000 |   1321.000 |      4924.000 |   1231.000 | GET    | /profile/hatanaka_ann                               |
|     1 | 0.136 | 0.136 |    0.136 | 0.136 | 0.136 | 0.136 | 0.136 |  0.000 |   1326.000 |   1326.000 |      1326.000 |   1326.000 | GET    | /profile/sakamoto_noriko                            |
|     1 | 0.137 | 0.137 |    0.137 | 0.137 | 0.137 | 0.137 | 0.137 |  0.000 |   1326.000 |   1326.000 |      1326.000 |   1326.000 | GET    | /profile/tsukada_teppei                             |
|     1 | 0.137 | 0.137 |    0.137 | 0.137 | 0.137 | 0.137 | 0.137 |  0.000 |   1327.000 |   1327.000 |      1327.000 |   1327.000 | GET    | /profile/fujii_eiichi                               |
|     1 | 0.140 | 0.140 |    0.140 | 0.140 | 0.140 | 0.140 | 0.140 |  0.000 |   1326.000 |   1326.000 |      1326.000 |   1326.000 | GET    | /profile/uesugi_tomoka                              |
|     1 | 0.141 | 0.141 |    0.141 | 0.141 | 0.141 | 0.141 | 0.141 |  0.000 |   1326.000 |   1326.000 |      1326.000 |   1326.000 | GET    | /profile/inoue_takashi                              |
|     1 | 0.143 | 0.143 |    0.143 | 0.143 | 0.143 | 0.143 | 0.143 |  0.000 |   1114.000 |   1114.000 |      1114.000 |   1114.000 | GET    | /channel/3616                                       |
|     1 | 0.148 | 0.148 |    0.148 | 0.148 | 0.148 | 0.148 | 0.148 |  0.000 |   1328.000 |   1328.000 |      1328.000 |   1328.000 | GET    | /profile/nakahara_satomi                            |
|     1 | 0.150 | 0.150 |    0.150 | 0.150 | 0.150 | 0.150 | 0.150 |  0.000 |   1328.000 |   1328.000 |      1328.000 |   1328.000 | GET    | /profile/kawazoe_atsuko                             |
|     6 | 0.024 | 0.154 |    0.546 | 0.091 | 0.024 | 0.068 | 0.149 |  0.048 |   1101.000 |   1110.000 |      6633.000 |   1105.500 | GET    | /channel/3639                                       |
|     1 | 0.155 | 0.155 |    0.155 | 0.155 | 0.155 | 0.155 | 0.155 |  0.000 |   1324.000 |   1324.000 |      1324.000 |   1324.000 | GET    | /profile/inoue_yuri                                 |
|     1 | 0.156 | 0.156 |    0.156 | 0.156 | 0.156 | 0.156 | 0.156 |  0.000 |   1331.000 |   1331.000 |      1331.000 |   1331.000 | GET    | /profile/iino_somegorou                             |
|     1 | 0.159 | 0.159 |    0.159 | 0.159 | 0.159 | 0.159 | 0.159 |  0.000 |   1323.000 |   1323.000 |      1323.000 |   1323.000 | GET    | /profile/etou_megumi                                |
|     1 | 0.160 | 0.160 |    0.160 | 0.160 | 0.160 | 0.160 | 0.160 |  0.000 |   1118.000 |   1118.000 |      1118.000 |   1118.000 | GET    | /channel/3648                                       |
|     1 | 0.161 | 0.161 |    0.161 | 0.161 | 0.161 | 0.161 | 0.161 |  0.000 |   1321.000 |   1321.000 |      1321.000 |   1321.000 | GET    | /profile/takagi_aki                                 |
|     1 | 0.164 | 0.164 |    0.164 | 0.164 | 0.164 | 0.164 | 0.164 |  0.000 |   1108.000 |   1108.000 |      1108.000 |   1108.000 | GET    | /channel/3634                                       |
|     4 | 0.003 | 0.166 |    0.224 | 0.056 | 0.003 | 0.007 | 0.048 |  0.066 |   1094.000 |   1103.000 |      4398.000 |   1099.500 | GET    | /channel/5                                          |
|     1 | 0.166 | 0.166 |    0.166 | 0.166 | 0.166 | 0.166 | 0.166 |  0.000 |   1112.000 |   1112.000 |      1112.000 |   1112.000 | GET    | /channel/3688                                       |
|     1 | 0.167 | 0.167 |    0.167 | 0.167 | 0.167 | 0.167 | 0.167 |  0.000 |   1096.000 |   1096.000 |      1096.000 |   1096.000 | GET    | /channel/3675                                       |
|     1 | 0.169 | 0.169 |    0.169 | 0.169 | 0.169 | 0.169 | 0.169 |  0.000 |   1322.000 |   1322.000 |      1322.000 |   1322.000 | GET    | /profile/hirao_nana                                 |
|     1 | 0.169 | 0.169 |    0.169 | 0.169 | 0.169 | 0.169 | 0.169 |  0.000 |   1322.000 |   1322.000 |      1322.000 |   1322.000 | GET    | /profile/urano_hikaru                               |
|     1 | 0.180 | 0.180 |    0.180 | 0.180 | 0.180 | 0.180 | 0.180 |  0.000 |   1320.000 |   1320.000 |      1320.000 |   1320.000 | GET    | /profile/imai_tsutomu                               |
|     1 | 0.181 | 0.181 |    0.181 | 0.181 | 0.181 | 0.181 | 0.181 |  0.000 |   1328.000 |   1328.000 |      1328.000 |   1328.000 | GET    | /profile/imanishi_saori                             |
|     1 | 0.184 | 0.184 |    0.184 | 0.184 | 0.184 | 0.184 | 0.184 |  0.000 |   1330.000 |   1330.000 |      1330.000 |   1330.000 | GET    | /profile/sakurai_hajime                             |
|     1 | 0.190 | 0.190 |    0.190 | 0.190 | 0.190 | 0.190 | 0.190 |  0.000 |   1322.000 |   1322.000 |      1322.000 |   1322.000 | GET    | /profile/nagasaki_tsutomu                           |
|    36 | 0.004 | 0.191 |    2.096 | 0.058 | 0.004 | 0.044 | 0.153 |  0.043 |  56537.000 |  56559.000 |   2035466.000 |  56540.722 | GET    | /icons/f03c4f9c623562d824399f660f619f22dc88763e.png |
|    32 | 0.008 | 0.191 |    1.944 | 0.061 | 0.008 | 0.048 | 0.140 |  0.041 | 100734.000 | 100757.000 |   3223691.000 | 100740.344 | GET    | /icons/bf37d9ee523c443a410f532a828ed9197da95329.png |
|     1 | 0.192 | 0.192 |    0.192 | 0.192 | 0.192 | 0.192 | 0.192 |  0.000 |      0.000 |      0.000 |         0.000 |      0.000 | GET    | /profile/motohashi_aoi                              |
|     1 | 0.193 | 0.193 |    0.193 | 0.193 | 0.193 | 0.193 | 0.193 |  0.000 |      0.000 |      0.000 |         0.000 |      0.000 | GET    | /history/3618                                       |
|     1 | 0.194 | 0.194 |    0.194 | 0.194 | 0.194 | 0.194 | 0.194 |  0.000 |   1335.000 |   1335.000 |      1335.000 |   1335.000 | GET    | /profile/kubota_takashi                             |
|     1 | 0.198 | 0.198 |    0.198 | 0.198 | 0.198 | 0.198 | 0.198 |  0.000 |   1110.000 |   1110.000 |      1110.000 |   1110.000 | GET    | /channel/3673                                       |
|     2 | 0.184 | 0.200 |    0.384 | 0.192 | 0.184 | 0.184 | 0.184 |  0.008 |  56537.000 |  56552.000 |    113089.000 |  56544.500 | GET    | /icons/b7a3dd99aa1fee2a5b7d6a70229c7ddfcf250d31.png |
|     1 | 0.208 | 0.208 |    0.208 | 0.208 | 0.208 | 0.208 | 0.208 |  0.000 |   1329.000 |   1329.000 |      1329.000 |   1329.000 | GET    | /profile/arima_nanami                               |
|     2 | 0.195 | 0.209 |    0.404 | 0.202 | 0.195 | 0.195 | 0.195 |  0.007 |   2907.000 |   2907.000 |      5814.000 |   2907.000 | GET    | /history/3633                                       |
|     2 | 0.071 | 0.212 |    0.283 | 0.141 | 0.071 | 0.071 | 0.071 |  0.070 |   1327.000 |   1327.000 |      2654.000 |   1327.000 | GET    | /profile/okuyama_shingo                             |
|     1 | 0.214 | 0.214 |    0.214 | 0.214 | 0.214 | 0.214 | 0.214 |  0.000 |   1332.000 |   1332.000 |      1332.000 |   1332.000 | GET    | /profile/udagawa_houshi                             |
|    21 | 0.010 | 0.222 |    1.663 | 0.079 | 0.010 | 0.072 | 0.129 |  0.042 |   1096.000 |   1109.000 |     23126.000 |   1101.238 | GET    | /channel/2                                          |
|     1 | 0.224 | 0.224 |    0.224 | 0.224 | 0.224 | 0.224 | 0.224 |  0.000 |   1327.000 |   1327.000 |      1327.000 |   1327.000 | GET    | /profile/shigeta_shingo                             |
|    11 | 0.011 | 0.224 |    0.712 | 0.065 | 0.011 | 0.046 | 0.103 |  0.057 |   1099.000 |   1113.000 |     12173.000 |   1106.636 | GET    | /channel/3629                                       |
|     4 | 0.044 | 0.225 |    0.380 | 0.095 | 0.044 | 0.048 | 0.063 |  0.075 |   1137.000 |   1328.000 |      4933.000 |   1233.250 | GET    | /profile/matsubara_megumi                           |
|     1 | 0.225 | 0.225 |    0.225 | 0.225 | 0.225 | 0.225 | 0.225 |  0.000 |   1333.000 |   1333.000 |      1333.000 |   1333.000 | GET    | /profile/yasuda_sachie                              |
|     1 | 0.225 | 0.225 |    0.225 | 0.225 | 0.225 | 0.225 | 0.225 |  0.000 |   1324.000 |   1324.000 |      1324.000 |   1324.000 | GET    | /profile/kohori_yuuki                               |
|     1 | 0.226 | 0.226 |    0.226 | 0.226 | 0.226 | 0.226 | 0.226 |  0.000 |   1327.000 |   1327.000 |      1327.000 |   1327.000 | GET    | /profile/yoshinaga_keiko                            |
|     1 | 0.230 | 0.230 |    0.230 | 0.230 | 0.230 | 0.230 | 0.230 |  0.000 |   1329.000 |   1329.000 |      1329.000 |   1329.000 | GET    | /profile/ookura_kazuhisa                            |
|     2 | 0.101 | 0.232 |    0.333 | 0.167 | 0.101 | 0.101 | 0.101 |  0.066 |   1320.000 |   1320.000 |      2640.000 |   1320.000 | GET    | /profile/ogata_tohru                                |
|     1 | 0.235 | 0.235 |    0.235 | 0.235 | 0.235 | 0.235 | 0.235 |  0.000 |   1326.000 |   1326.000 |      1326.000 |   1326.000 | GET    | /profile/oda_teruyoshi                              |
|    31 | 0.017 | 0.241 |    3.760 | 0.121 | 0.017 | 0.120 | 0.191 |  0.047 | 665503.000 | 665519.000 |  20630996.000 | 665516.000 | GET    | /icons/8649e36ef8740cdb137911097e1438d825e9434b.png |
|    11 | 0.032 | 0.243 |    1.377 | 0.125 | 0.032 | 0.092 | 0.223 |  0.069 |  86621.000 |  86635.000 |    952873.000 |  86624.818 | GET    | /icons/6ccf2a335413b8773f03ed4345e66d0019e44bd8.png |
|     1 | 0.246 | 0.246 |    0.246 | 0.246 | 0.246 | 0.246 | 0.246 |  0.000 |   1319.000 |   1319.000 |      1319.000 |   1319.000 | GET    | /profile/noda_ken                                   |
|     1 | 0.251 | 0.251 |    0.251 | 0.251 | 0.251 | 0.251 | 0.251 |  0.000 |   1329.000 |   1329.000 |      1329.000 |   1329.000 | GET    | /profile/nagasawa_yuuichi                           |
|     1 | 0.252 | 0.252 |    0.252 | 0.252 | 0.252 | 0.252 | 0.252 |  0.000 |   1329.000 |   1329.000 |      1329.000 |   1329.000 | GET    | /profile/matsui_hitori                              |
|     1 | 0.254 | 0.254 |    0.254 | 0.254 | 0.254 | 0.254 | 0.254 |  0.000 |   1321.000 |   1321.000 |      1321.000 |   1321.000 | GET    | /profile/shimadu_shun                               |
|    14 | 0.070 | 0.268 |    2.400 | 0.171 | 0.070 | 0.155 | 0.255 |  0.056 | 229593.000 | 229606.000 |   3214337.000 | 229595.500 | GET    | /icons/32d45e64d52509f2c55d030637f94692ef1ea08f.png |
|    15 | 0.003 | 0.271 |    1.089 | 0.073 | 0.003 | 0.041 | 0.243 |  0.075 | 223672.000 | 223704.000 |   3355525.000 | 223701.667 | GET    | /icons/450886d6faaee54f7387d890bd1a8e01e80c147c.png |
|    14 | 0.113 | 0.277 |    2.647 | 0.189 | 0.113 | 0.180 | 0.239 |  0.045 | 245671.000 | 245694.000 |   3439439.000 | 245674.214 | GET    | /icons/c89c27eb8b8c37dec15ac414a64798f7d43968f5.png |
|    34 | 0.002 | 0.283 |    3.587 | 0.105 | 0.002 | 0.069 | 0.275 |  0.079 | 197098.000 | 197113.000 |   6701403.000 | 197100.088 | GET    | /icons/f906be69b742085556fd0d80ac1241e2693d9872.png |
|     1 | 0.308 | 0.308 |    0.308 | 0.308 | 0.308 | 0.308 | 0.308 |  0.000 |   1332.000 |   1332.000 |      1332.000 |   1332.000 | GET    | /profile/sakurada_manami                            |
|     1 | 0.311 | 0.311 |    0.311 | 0.311 | 0.311 | 0.311 | 0.311 |  0.000 |   1330.000 |   1330.000 |      1330.000 |   1330.000 | GET    | /profile/tamaki_yumiko                              |
|     2 | 0.127 | 0.324 |    0.451 | 0.226 | 0.127 | 0.127 | 0.127 |  0.099 |   1104.000 |   1111.000 |      2215.000 |   1107.500 | GET    | /channel/3669                                       |
|     1 | 0.329 | 0.329 |    0.329 | 0.329 | 0.329 | 0.329 | 0.329 |  0.000 |   1328.000 |   1328.000 |      1328.000 |   1328.000 | GET    | /profile/hasegawa_hikaru                            |
|     1 | 0.342 | 0.342 |    0.342 | 0.342 | 0.342 | 0.342 | 0.342 |  0.000 |   1329.000 |   1329.000 |      1329.000 |   1329.000 | GET    | /profile/nagashima_hiromi                           |
|     1 | 0.359 | 0.359 |    0.359 | 0.359 | 0.359 | 0.359 | 0.359 |  0.000 |   1329.000 |   1329.000 |      1329.000 |   1329.000 | GET    | /profile/namata_ruria                               |
|     2 | 0.313 | 0.368 |    0.681 | 0.341 | 0.313 | 0.313 | 0.313 |  0.027 |   3648.000 |   3904.000 |      7552.000 |   3776.000 | GET    | /history/3639                                       |
|    58 | 0.001 | 0.368 |    4.797 | 0.083 | 0.001 | 0.061 | 0.277 |  0.075 | 105266.000 | 105297.000 |   6105716.000 | 105270.966 | GET    | /icons/e58ed7194ed4a99d9d6ada9e3383983edcbd1edc.png |
|     1 | 0.378 | 0.378 |    0.378 | 0.378 | 0.378 | 0.378 | 0.378 |  0.000 |   1326.000 |   1326.000 |      1326.000 |   1326.000 | GET    | /profile/ashiya_mitsuhiro                           |
|     1 | 0.380 | 0.380 |    0.380 | 0.380 | 0.380 | 0.380 | 0.380 |  0.000 |   1328.000 |   1328.000 |      1328.000 |   1328.000 | GET    | /profile/onoda_risa                                 |
|    38 | 0.004 | 0.384 |    3.049 | 0.080 | 0.004 | 0.049 | 0.337 |  0.087 | 339492.000 | 339516.000 |  12901342.000 | 339509.000 | GET    | /icons/851e9e15e1d1fff39c2d182881926d107154c44a.png |
|    38 | 0.015 | 0.391 |    3.033 | 0.080 | 0.015 | 0.048 | 0.357 |  0.081 | 612680.000 | 612703.000 |  23282082.000 | 612686.368 | GET    | /icons/60c8a6a07eafc18c9d37dc0e00f26e8fadd6c125.jpg |
|    99 | 0.021 | 0.392 |   10.991 | 0.111 | 0.021 | 0.094 | 0.354 |  0.070 | 198236.000 | 198251.000 |  19625708.000 | 198239.475 | GET    | /icons/1d7020c12548e0fa1401ade0dcd50591fbc709e3.png |
|     2 | 0.374 | 0.397 |    0.771 | 0.386 | 0.374 | 0.374 | 0.374 |  0.012 |   2903.000 |   2903.000 |      5806.000 |   2903.000 | GET    | /history/3617                                       |
|     2 | 0.161 | 0.398 |    0.559 | 0.280 | 0.161 | 0.161 | 0.161 |  0.119 |   2910.000 |   2910.000 |      5820.000 |   2910.000 | GET    | /history/3654                                       |
|     2 | 0.310 | 0.409 |    0.719 | 0.359 | 0.310 | 0.310 | 0.310 |  0.049 |   2909.000 |   2909.000 |      5818.000 |   2909.000 | GET    | /history/3655                                       |
|     1 | 0.413 | 0.413 |    0.413 | 0.413 | 0.413 | 0.413 | 0.413 |  0.000 |   1327.000 |   1327.000 |      1327.000 |   1327.000 | GET    | /profile/hayami_takao                               |
|     1 | 0.422 | 0.422 |    0.422 | 0.422 | 0.422 | 0.422 | 0.422 |  0.000 |   1327.000 |   1327.000 |      1327.000 |   1327.000 | GET    | /profile/okamoto_kenji                              |
|    36 | 0.012 | 0.430 |    4.087 | 0.114 | 0.012 | 0.081 | 0.426 |  0.100 | 389009.000 | 389047.000 |  14004993.000 | 389027.583 | GET    | /icons/5dc48c74e0f923aa2a4acbe786d3cbe2512c6767.png |
|     4 | 0.302 | 0.431 |    1.411 | 0.353 | 0.302 | 0.320 | 0.358 |  0.049 |   2905.000 |   2906.000 |     11622.000 |   2905.500 | GET    | /history/3612                                       |
|     2 | 0.415 | 0.436 |    0.851 | 0.425 | 0.415 | 0.415 | 0.415 |  0.011 |   2900.000 |   2900.000 |      5800.000 |   2900.000 | GET    | /history/3627                                       |
|     1 | 0.437 | 0.437 |    0.437 | 0.437 | 0.437 | 0.437 | 0.437 |  0.000 |   1328.000 |   1328.000 |      1328.000 |   1328.000 | GET    | /profile/tachiishi_shinya                           |
|    46 | 0.002 | 0.440 |    4.989 | 0.108 | 0.002 | 0.081 | 0.313 |  0.082 | 446433.000 | 446472.000 |  20537349.000 | 446464.109 | GET    | /icons/b0eecd54d66dd89864a6a0997d69e7bcd00036ee.png |
|    18 | 0.007 | 0.452 |    2.008 | 0.112 | 0.007 | 0.063 | 0.390 |  0.123 |   1095.000 |   1109.000 |     19865.000 |   1103.611 | GET    | /channel/10                                         |
|     2 | 0.333 | 0.465 |    0.798 | 0.399 | 0.333 | 0.333 | 0.333 |  0.066 |   2910.000 |   2910.000 |      5820.000 |   2910.000 | GET    | /history/3679                                       |
|     2 | 0.356 | 0.467 |    0.823 | 0.411 | 0.356 | 0.356 | 0.356 |  0.056 |   2903.000 |   2903.000 |      5806.000 |   2903.000 | GET    | /history/3698                                       |
|     4 | 0.337 | 0.469 |    1.505 | 0.376 | 0.337 | 0.342 | 0.357 |  0.054 |   2915.000 |   2916.000 |     11662.000 |   2915.500 | GET    | /history/3671                                       |
|     6 | 0.277 | 0.471 |    2.188 | 0.365 | 0.277 | 0.310 | 0.449 |  0.076 |   2896.000 |   2901.000 |     17390.000 |   2898.333 | GET    | /history/3616                                       |
|     4 | 0.088 | 0.475 |    0.767 | 0.192 | 0.088 | 0.100 | 0.104 |  0.164 |   1145.000 |   1331.000 |      4953.000 |   1238.250 | GET    | /profile/emoto_stmaria                              |
|     2 | 0.401 | 0.476 |    0.877 | 0.439 | 0.401 | 0.401 | 0.401 |  0.037 |   2904.000 |   2904.000 |      5808.000 |   2904.000 | GET    | /history/3687                                       |
|    27 | 0.016 | 0.484 |    2.778 | 0.103 | 0.016 | 0.065 | 0.221 |  0.094 | 404044.000 | 404083.000 |  10909504.000 | 404055.704 | GET    | /icons/9152bd50720b3e825a7e193ff062e6fe13e72ef9.png |
|     2 | 0.399 | 0.485 |    0.884 | 0.442 | 0.399 | 0.399 | 0.399 |  0.043 |   2918.000 |   2918.000 |      5836.000 |   2918.000 | GET    | /history/3656                                       |
|     2 | 0.312 | 0.487 |    0.799 | 0.399 | 0.312 | 0.312 | 0.312 |  0.087 |   2901.000 |   2901.000 |      5802.000 |   2901.000 | GET    | /history/3620                                       |
|     2 | 0.462 | 0.487 |    0.949 | 0.475 | 0.462 | 0.462 | 0.462 |  0.012 |   2910.000 |   2910.000 |      5820.000 |   2910.000 | GET    | /history/3683                                       |
|    50 | 0.008 | 0.501 |    4.731 | 0.095 | 0.008 | 0.063 | 0.346 |  0.094 | 427383.000 | 427406.000 |  21369521.000 | 427390.420 | GET    | /icons/2716e8a567c6eb3bab842e5b82940e795583ce59.png |
|     6 | 0.124 | 0.509 |    2.041 | 0.340 | 0.124 | 0.300 | 0.464 |  0.136 |   2908.000 |   2916.000 |     17470.000 |   2911.667 | GET    | /history/3657                                       |
|    32 | 0.004 | 0.510 |    2.958 | 0.092 | 0.004 | 0.066 | 0.207 |  0.089 | 223682.000 | 223714.000 |   7158803.000 | 223712.594 | GET    | /icons/c3e70129aeb6397568d97c8261b134547c31f4dc.png |
|     2 | 0.296 | 0.513 |    0.809 | 0.404 | 0.296 | 0.296 | 0.296 |  0.109 |   2914.000 |   2914.000 |      5828.000 |   2914.000 | GET    | /history/3611                                       |
|     2 | 0.425 | 0.518 |    0.943 | 0.472 | 0.425 | 0.425 | 0.425 |  0.047 |   2917.000 |   2917.000 |      5834.000 |   2917.000 | GET    | /history/3691                                       |
|    36 | 0.023 | 0.519 |    4.046 | 0.112 | 0.023 | 0.075 | 0.350 |  0.105 |   1102.000 |   1122.000 |     40018.000 |   1111.611 | GET    | /channel/3642                                       |
|     4 | 0.339 | 0.521 |    1.646 | 0.411 | 0.339 | 0.393 | 0.393 |  0.067 |   2905.000 |   2914.000 |     11638.000 |   2909.500 | GET    | /history/3648                                       |
|     2 | 0.476 | 0.522 |    0.998 | 0.499 | 0.476 | 0.476 | 0.476 |  0.023 |   2914.000 |   2914.000 |      5828.000 |   2914.000 | GET    | /history/3658                                       |
|     3 | 0.020 | 0.532 |    0.626 | 0.209 | 0.020 | 0.020 | 0.074 |  0.230 |   1094.000 |   1104.000 |      3299.000 |   1099.667 | GET    | /channel/6                                          |
|     4 | 0.303 | 0.535 |    1.777 | 0.444 | 0.303 | 0.462 | 0.477 |  0.086 |   2919.000 |   2922.000 |     11682.000 |   2920.500 | GET    | /history/3673                                       |
|    55 | 0.001 | 0.543 |    3.462 | 0.063 | 0.000 | 0.022 | 0.265 |  0.088 | 149084.000 | 149116.000 |   8201234.000 | 149113.345 | GET    | /icons/846f4f0bde2a2103c71936091e82bc1354f11b3a.png |
|   151 | 0.002 | 0.544 |    9.854 | 0.065 | 0.002 | 0.035 | 0.498 |  0.087 |      0.000 |      0.000 |         0.000 |      0.000 | POST   | /register                                           |
|     2 | 0.510 | 0.546 |    1.056 | 0.528 | 0.510 | 0.510 | 0.510 |  0.018 |   2905.000 |   2905.000 |      5810.000 |   2905.000 | GET    | /history/3680                                       |
|     2 | 0.449 | 0.546 |    0.995 | 0.498 | 0.449 | 0.449 | 0.449 |  0.049 |   2911.000 |   2911.000 |      5822.000 |   2911.000 | GET    | /history/3622                                       |
|     6 | 0.326 | 0.557 |    2.603 | 0.434 | 0.326 | 0.429 | 0.493 |  0.077 |   2908.000 |   2914.000 |     17466.000 |   2911.000 | GET    | /history/3631                                       |
|    52 | 0.011 | 0.561 |    4.622 | 0.089 | 0.011 | 0.059 | 0.341 |  0.094 | 197706.000 | 197729.000 |  10281302.000 | 197717.346 | GET    | /icons/afed4119e9395c58e691e8f1c2687ce222e95183.png |
|     8 | 0.002 | 0.562 |    1.434 | 0.179 | 0.002 | 0.062 | 0.501 |  0.208 |   1107.000 |   1113.000 |      8880.000 |   1110.000 | GET    | /channel/3678                                       |
|     2 | 0.571 | 0.577 |    1.148 | 0.574 | 0.571 | 0.571 | 0.571 |  0.003 |   2903.000 |   2903.000 |      5806.000 |   2903.000 | GET    | /history/3693                                       |
|     2 | 0.437 | 0.579 |    1.016 | 0.508 | 0.437 | 0.437 | 0.437 |  0.071 |   2916.000 |   2916.000 |      5832.000 |   2916.000 | GET    | /history/3670                                       |
|     4 | 0.347 | 0.589 |    1.906 | 0.477 | 0.347 | 0.425 | 0.545 |  0.096 |   2902.000 |   2911.000 |     11626.000 |   2906.500 | GET    | /history/3660                                       |
|   104 | 0.001 | 0.595 |    8.289 | 0.080 | 0.000 | 0.041 | 0.544 |  0.110 | 299527.000 | 299550.000 |  31152570.000 | 299543.942 | GET    | /icons/65ea5a70b1fcf8f5f816b01b87f2aca2251315b0.png |
|   275 | 0.006 | 0.598 |   66.899 | 0.243 | 0.039 | 0.246 | 0.554 |  0.098 |      0.000 | 439355.000 | 119936453.000 | 436132.556 | GET    | /icons/3bb9df05ed10fa7a086183bf2799e132631a93ce.png |
|    57 | 0.028 | 0.600 |    9.099 | 0.160 | 0.028 | 0.122 | 0.490 |  0.104 | 543707.000 | 543746.000 |  30992426.000 | 543726.772 | GET    | /icons/ba05f8d186ab9c5270276176187eb0361b06baef.png |
|     4 | 0.295 | 0.611 |    1.735 | 0.434 | 0.295 | 0.352 | 0.477 |  0.122 |   2918.000 |   2919.000 |     11674.000 |   2918.500 | GET    | /history/3665                                       |
|     2 | 0.322 | 0.613 |    0.935 | 0.468 | 0.322 | 0.322 | 0.322 |  0.145 |   2913.000 |   2913.000 |      5826.000 |   2913.000 | GET    | /history/3640                                       |
|    54 | 0.070 | 0.618 |   10.362 | 0.192 | 0.070 | 0.158 | 0.591 |  0.114 | 493390.000 | 493421.000 |  26644068.000 | 493408.667 | GET    | /icons/aa8c2a9a793eb1414c45fd2f46f08096d5f7cb69.png |
|   735 | 0.001 | 0.621 |   35.718 | 0.049 | 0.000 | 0.024 | 0.352 |  0.074 |      0.000 |     23.000 |       230.000 |      0.313 | POST   | /login                                              |
|     2 | 0.326 | 0.625 |    0.951 | 0.476 | 0.326 | 0.326 | 0.326 |  0.149 |   2913.000 |   2913.000 |      5826.000 |   2913.000 | GET    | /history/3643                                       |
|   331 | 0.018 | 0.636 |   37.712 | 0.114 | 0.019 | 0.095 | 0.414 |  0.080 | 233946.000 | 233978.000 |  77442922.000 | 233966.532 | GET    | /icons/3d46b7f1f3b3b4486d56a224db9fea9b12c718f5.png |
|     4 | 0.372 | 0.655 |    2.078 | 0.519 | 0.372 | 0.474 | 0.577 |  0.107 |   2911.000 |   2911.000 |     11644.000 |   2911.000 | GET    | /history/3688                                       |
|     2 | 0.623 | 0.656 |    1.279 | 0.639 | 0.623 | 0.623 | 0.623 |  0.017 |   2911.000 |   2911.000 |      5822.000 |   2911.000 | GET    | /history/3652                                       |
